"row_id","vt_surname","vt_name","name_raw","district","match_score","match_quality","census_id"
263,"DU PLESSIS","ANDRIES STEPHANUS","Du Plessis, Andries Stephanus","Swellendam",0.952,"Good",7513
353,"FOUCHE","STEPHANUS JACOBUS","Fouche, Stephanus","Swellendam",0.832,"Fair",7576
147,"BRUWER","SCHALK WILLEM","Bruwer, Schalk Willem","Swellendam",0.94,"Good",7586
978,"VAN COLLER","ADOLPH JOHANNES","Van Coller, Adolph Johannes","Swellendam",0.926,"Good",7685
977,"VAN COLLER","JOHANNES DANIëL","Van Coller, Jan Daniel","Swellendam",0.882,"Fair",7686
478,"JOUBERT","JACOBUS FRANCOIS","Joubert, Jacobus Francois","Swellendam",0.998,"Good",7718
474,"JOUBERT","ANDRIES JOHANNES","Joubert, Andries Johannes","Swellendam",0.992,"Good",7724
1123,"VAN TONDER","ANDRIES JOHANNES","Van Tonder, Andries Johannes","Swellendam",0.85,"Fair",7786
643,"NEL","JOHANNES PAULUS","Nel, Johannes Paulus Jr.","Swellendam",0.894,"Fair",7804
642,"NEL","WILLEM ANDRIES","Nel, Willem Andries","Swellendam",0.982,"Good",7822
3,"ALBERTS","JOHANNES","Alberts, Johanna Helena","Swellendam",0.818,"Fair",7848
4,"ALBERTS","JOHANNES JOACHIM","Alberts, Johannes Joachim","Swellendam",0.962,"Good",7850
1124,"VAN TONDER","FREDERIK JOHANNES","Van Tonder, Fredrik","Swellendam",0.84,"Fair",7907
33,"BESTER","ANDRIES NICOLAAS","Bester, Andries Nicolaas","Swellendam",0.986,"Good",7938
924,"STEYN","PIETER WOUTER","Steyn, Pieter Wouter","Swellendam",0.988,"Good",8148
925,"STEYN","HERMANUS JACOBUS (DOUW SEUN)","Steyn, Hermanus Jacobus","Swellendam",0.926,"Good",8198
899,"SPIES","ANDRIES THEODORUS","Spies, Andries Theodorus","Swellendam",0.97,"Good",8253
365,"FOURIE","LOUIS JOHANNES","Fourie, Louis Johannes Sr.","Swellendam",0.938,"Good",8254
897,"SPIES","LODEWYK PETRUS","Spies, Lodewyk Petrus","Swellendam",0.97,"Good",8274
958,"SWART","JACOBUS NICOLAAS","Swart, Jacobus Nicolaas Sr.","Swellendam",0.87,"Fair",8379
219,"DE JAGER","ANDREAS JOHANNES","De Jager, Andries","Swellendam",0.818,"Fair",8388
1216,"WESSELS","HERMANUS WILHELMUS","Wessels, Hermanus Wilhelmus","Swellendam",0.992,"Good",8850
1093,"VAN ROOYEN","CHRISTIAAN STEPHANUS","Van Rooyen, Christiaan Stephanus","Uitenhage",0.986,"Good",9142
1163,"VERMAAK","JACOBUS STEPHANUS","Vermaak, Jacobus Stephanus","Uitenhage",0.97,"Good",9150
842,"SCHEEPERS","GERHARDUS STEPHANUS","Scheepers, Gerhardus Stephanus","Uitenhage",0.948,"Good",9156
712,"POTGIETER","THEODORUS","Potgieter, Theodorus","Uitenhage",0.95,"Good",9169
1086,"VAN ROOYEN","GERRIT","Van Rooyen, Gerrit","Uitenhage",0.898,"Fair",9174
429,"HUMAN","PETRUS GERHARDUS SR.","Human, Petrus Gerhardus","Uitenhage",0.966,"Good",9177
1211,"WESSELS","HERMANUS JOHANNES","Wessels, Hermanus Johannes","Uitenhage",0.992,"Good",9192
615,"MOOLMAN","PETRUS LAFRAS","Moolman, Petrus Lafras","Uitenhage",0.842,"Fair",9208
730,"POTGIETER","HANS JURGEN","Potgieter, Hans Jurie","Uitenhage",0.908,"Good",9209
481,"KEMP","GERHARDUS PHILIPPUS","Kemp, Gerhardus Philippus","Uitenhage",0.97,"Good",9216
1212,"WESSELS","WESSEL HENDRIK","Wessels, Wessel Hendrik","Uitenhage",0.946,"Good",9219
617,"MOOLMAN","JAN ADRIAAN","Moolman, Jan Adriaan","Uitenhage",0.97,"Good",9231
964,"UYS","JACOBUS JOHANNES","Uys, Jacobus Johannes","Uitenhage",0.988,"Good",9232
213,"DE JAGER","LODEWYK SR","De Jager, Lodewyk","Uitenhage",0.84,"Fair",9261
217,"DE JAGER","ANDRIES PETRUS","De Jager, Andris Petrus","Uitenhage",0.872,"Fair",9263
218,"DE JAGER","FREDERIK JOHANNES","De Jager, Fredrik Johannes","Uitenhage",0.942,"Good",9264
536,"LANDMAN","JOHANNES ABRAHAM","Landman, Johan Abraham","Uitenhage",0.906,"Good",9271
1091,"VAN ROOYEN","GERRIT REYNIER","Van Rooyen, Gerret Rynier","Uitenhage",0.952,"Good",9288
1170,"VERMAAK","PETRUS THEODORUS","Vermaak, Petrus Theodorus","Uitenhage",0.968,"Good",9311
1114,"VAN STADEN","PETRUS","Van Staden, Petrus","Uitenhage",0.932,"Good",9330
255,"DORFLING","JACOB BERNARD","Dorfling, Jacob Barnard","Uitenhage",0.826,"Fair",9345
1007,"VAN DER MERWE","JOHANNES MARTHINUS","Van der Merwe, Johannes Marthinus","Uitenhage",0.842,"Fair",9346
348,"FERREIRA","MARTHINUS GERRIT THOMAS","Ferreira, Marthinus Gerrit Thomas","Uitenhage",0.942,"Good",9348
638,"NEL","JOHANNES HENDRIK","Nel, Johannes Hendrik","Uitenhage",0.994,"Good",9352
1100,"VAN STADEN","JACOBUS FREDERIK","Van Staden, Jacobus Fredrik","Uitenhage",0.84,"Fair",9361
945,"STRYDOM","COENRAAD JACOBUS STEPHANUS","Strydom, Coenraad Jacobus Stephanus","Uitenhage",0.99,"Good",9385
390,"GROBLER","CEORT NICOLAAS","Grobler, Coert Nicolaas","Uitenhage",0.824,"Fair",9391
20,"BASSON","WILLEM JOHANNES","Basson, Willem Johannes","Uitenhage",0.984,"Good",9438
22,"BASSON","NICOLAAS JOHANNES SALOMON","Basson, Nicolaas Johannes Salomon","Uitenhage",0.942,"Good",9439
603,"MEYER","JOHAN GEORGE","Meyer, Johan George","Uitenhage",0.99,"Good",9444
1108,"VAN STADEN","JOHANNES JURIE","Van Staden, Johannes Jurie","Uitenhage",0.962,"Good",9463
1098,"VAN STADEN","PHILIPPUS THEUNIS","Van Staden, Pillippus Theunis","Uitenhage",0.858,"Fair",9477
1191,"VILJOEN","CORNELIS HENDRICUS","Viljoen, Cornelis Hendrik","Uitenhage",0.9,"Good",9478
892,"SNYMAN","GERHARDUS","Snyman, Gerhardus","Uitenhage",0.984,"Good",9481
942,"STRYDOM","JOHANNES","Strydom, Johannes","Uitenhage",0.88,"Fair",9482
552,"LINDEQUE","PETRUS","Lindeque, Petrus","Uitenhage",0.946,"Good",9485
850,"SCHEEPERS","JOHANNES JACOBUS","Scheepers, Johannes Jacobus","Uitenhage",0.926,"Good",9487
698,"PIETERSE","DAVID JOHANNES","Pieterse, David Johannes","Uitenhage",0.972,"Good",9501
699,"PIETERSE","NICOLAAS THEODORUS","Pieterse, Nicolaas Theodoris","Uitenhage",0.942,"Good",9503
932,"STRYDOM","GIDEON LOURENS","Strydom, Gideon Laurence","Uitenhage",0.844,"Fair",9512
1009,"VAN DER MERWE","LUCAS JOHANNES","Van der Merwe, Lucas Johannes","Uitenhage",0.978,"Good",9525
24,"BEKKER","JOHANNES JURGEN SR","Bekker, Johannes Jurie","Uitenhage",0.826,"Fair",9561
857,"SCHOEMAN","MARTHINUS JOHANNES SR.","Schoeman, Marthinus Johannes","Uitenhage",0.892,"Fair",9562
389,"GROBLER","JOHANNES HERMANUS","Grobler, Johannes Hermanus","Uitenhage",0.976,"Good",9567
895,"SNYMAN","JACOBUS PHILIPPUS","Snyman, Jacobus Phillippus","Uitenhage",0.922,"Good",9577
858,"SCHOEMAN","PETRUS ALBERTUS","Schoeman, Petrus Albertus","Uitenhage",0.978,"Good",9592
472,"JOUBERT","PIETER SCHALK","Joubert, Pieter Schalk","Uitenhage",0.998,"Good",9595
473,"JOUBERT","CHRISTOFFEL JOHANNES","Joubert, Christoffel Johannes","Uitenhage",0.986,"Good",9597
1193,"VILJOEN","STEPHANUS PETRUS","Viljoen, Stephanus Petrus","Uitenhage",0.966,"Good",9605
844,"SCHEEPERS","COENRAAD","Scheepers, Coenraad","Uitenhage",0.94,"Good",9613
1119,"VAN TONDER","JOHANNES","Van Tonder, Johannes","Uitenhage",0.888,"Fair",9615
843,"SCHEEPERS","FREDERIK COENRAAD","Scheepers, Fredrik Coenraad","Uitenhage",0.906,"Good",9621
1172,"VERMAAK","NICOLAAS JACOBUS","Vermaak, Nicolaas Jacobus","Uitenhage",0.988,"Good",9622
711,"POTGIETER","EVERT FREDERIK SR.","Potgieter, Evert Fredrik","Uitenhage",0.846,"Fair",9629
1171,"VERMAAK","CORNELIS TOBIAS","Vermaak, Cornelis Tobias","Uitenhage",0.968,"Good",9650
1173,"VERMAAK","COENRAAD MARTHINUS","Vermaak, Coenraad Marthinus","Uitenhage",0.988,"Good",9652
639,"NEL","PIETER WILLEM","Nel, Pieter Willem","Uitenhage",0.982,"Good",9658
572,"MARAIS","DANIËL PETRUS","Marais, Daniel Petrus","Uitenhage",0.86,"Fair",9668
848,"SCHEEPERS","COENRAAD JOHANNES ABRAHAM","Scheepers, Coenraad Johannes Abraham","Uitenhage",0.988,"Good",9696
577,"MARAIS","MATTHYS HENDRIK","Marais, Matthys Hendrik","Uitenhage",0.992,"Good",9703
1162,"VERMAAK","CORNELIS JOHANNES","Vermaak, Cornelis Johannes","Uitenhage",0.968,"Good",9704
1089,"VAN ROOYEN","GERRIT THOMAS","Van Rooyen, Gerrit Thomas","Uitenhage",0.978,"Good",9716
358,"FOURIE","PHILIPPUS JACOBUS","Fourie, Philip Jacobus","Uitenhage",0.868,"Fair",9718
1166,"VERMAAK","SALOMON","Vermaak, Salomon","Uitenhage",0.964,"Good",9733
891,"SNYMAN","THEUNIS","Snyman, Theunis","Uitenhage",0.984,"Good",9737
705,"PIETERSEN","HERMANUS JOHANNES","Pietersen, Hermanus Johannes","Uitenhage",0.956,"Good",9739
715,"POTGIETER","JOHANNES (THEODORUS)","Potgieter, Johannes","Uitenhage",0.874,"Fair",9745
1168,"VERMAAK","JOHANNES GERHARDUS","Vermaak, Johannes Gerhardus","Uitenhage",0.972,"Good",9754
112,"BOTHMA","LODEWYK","Bothma, Lodewyk Stephanus","Worcester",0.854,"Fair",9859
259,"DU PLESSIS","WYNAND LOUW","Du Plessis, Wynand Louw","Worcester",0.986,"Good",9941
875,"SMIT","NICOLAAS WILHELMUS","Smit, Nicolaas Wilhelmus","Worcester",0.898,"Fair",9953
2,"ALBERTS","GERRIT ANDRIES (JACOBUS)","Alberts, Gert Andries Jacobus","Graaff-Reinet",0.798,"Manual",4594
6,"AUCAMP","JOHAN DIEDERIK","Aucamp, Johannes Dirk","Graaff-Reinet",0.476,"Manual",5130
7,"BADENHORST","LOURENS SR","Badenhorst, Laurens Sr.","Swellendam",0.302,"Manual",8308
8,"BADENHORST","LOURENS JR","Badenhorst, Laurens Sr.","Swellendam",0.302,"Manual",8308
30,"BEKKER","JACOBUS PETRUS","Bekker, Jacobus Petrus","Uitenhage",0.706,"Manual",9582
36,"BESTER","BARNARD JACOBUS SR","Bester, Barend Jacobus","Cradock",0.308,"Manual",1843
41,"BEUKES","MATTHEUS GERHARDUS","Beukes, Mattheus Gerhardus Sr.","Swellendam",0.784,"Manual",7454
43,"BEZUIDENHOUT","MATTHYS MARTHINUS","Bezuidenhout, Matthys Marthinus","Beaufort",0.72,"Manual",776
44,"BEZUIDENHOUT","WYNAND CAREL","Bezuidenhout, Wynand","Beaufort",0.742,"Manual",420
47,"BEZUIDENHOUT","CORNELIS JOHANNES","Bezuidenhout, Cornelis Johannes","Beaufort",0.84,"Manual",316
57,"BOSHOF","JACOBUS NICOLAAS JR","Boshof, Jacobus Nicolaas","Graaff-Reinet",0.27,"Manual",5552
63,"BOTES","ANTHONIE JOHANNES","Botes, Anthonie Johannes","Beaufort",0.876,"Manual",371
65,"BOTES","WIETSE LOURENS","Botes, Wietsche","Beaufort",0.67,"Manual",200
70,"BOTHA","CHRISTOFFEL JACOBUS","Botha, Christoffel","Cradock",0.534,"Manual",1689
71,"BOTHA","JOHANNES JURGEN","Botha, Johannes Jurgen","Cradock",0.75,"Manual",1949
73,"BOTHA","PIETER JOHANNES HENDRIK","Botha, Petrus","Graaff-Reinet",0.634,"Manual",4671
76,"BOTHA","REYNIER","Botha, Rynier","Uitenhage",0.746,"Manual",9472
77,"BOTHA","THEUNIS JOHANNES","Botha, Theunis Johannes","Graaff-Reinet",0.466,"Manual",5270
78,"BOTHA","WILLEM","Botha, Willem","Cradock",0.712,"Manual",2243
83,"BOTHA","WILLEM JACOBUS","Botha, Willem Jacobus","Graaff-Reinet",0.528,"Manual",5241
84,"BOTHA","ALWYN PETRUS","Botha, Alewijn Petrus","Graaff-Reinet",0.588,"Manual",4387
85,"BOTHA","JOHANNES CHRISTIAAN","Botha, Johannes Christoffel","Cradock",0.45,"Manual",2016
89,"BOTHA","CHRISTOFFEL JACOBUS THEUNIS","Botha, Christoffel","Cradock",0.322,"Manual",1689
92,"BOTHA","JACOBUS","Botha, Jacobus","Uitenhage",0.65,"Manual",9514
95,"BOTHA","PIETER HENDRIK","Botha, Pieter","Cradock",0.484,"Manual",1952
119,"BREED","GERHARDUS CHRISTIAAN","Breed, Gerhardus Chistiaan","Graaff-Reinet",0.83,"Manual",4210
121,"BREED","DAVID","Breed, David","Cradock",0.666,"Manual",2094
130,"BRITS","JAN","Brits, Jan","Graaff-Reinet",0.518,"Manual",4077
144,"BROODRYK","JAN ANDRIES","Broodryk, Jan Andries","Beaufort",0.294,"Manual",503
145,"BROODRYK","JOHANNES CHRISTOFFEL","Broodryk, Johannes Christoffel","Beaufort",0.294,"Manual",504
148,"BUCHNER","CAREL VALENTYN","Buchner, Carel Valentyn","Uitenhage",0.294,"Manual",9609
153,"CILLIERS","JOHANNES DANIEL","Cilliers, Jan Daniel","Graaff-Reinet",0.568,"Manual",5411
171,"COETZER","WENSEL CHRISTOFFEL","Coetzer, Wentzel Christoffel","Cradock",0.736,"Manual",1815
178,"COMBRINK","STEPHANUS LUCAS","Combrink, Stephanus Lucas","Uitenhage",0.694,"Manual",9547
191,"DAVEL","JOHANNES CHRISTIAAN","Davel, Johan Christiaan","Uitenhage",0.464,"Manual",9469
193,"DE BEER","ZACHARIAS JOHANNES","De Beer, Zacharias Johannes","Uitenhage",0.834,"Manual",9540
194,"DE BEER","ZACHARIAS JOHANNES","De Beer, Zacharias Johannes","Uitenhage",0.834,"Manual",9540
196,"DE BEER","ADRIAAN CAREL","de Beer, Adriaan Charel","Cradock",0.604,"Manual",1757
197,"DE BEER","ZACHARIAS CHRISTIAAN SR","de Beer, Zacharias","Cradock",0.15,"Manual",1782
198,"DE BEER","ZACHARIAS CHRISTIAAN JR","de Beer, Zacharias","Cradock",0.15,"Manual",1782
200,"DE BEER","CHRISTIAAN MARTHINUS SR","de Beer, Christiaan Marthinus","Cradock",0.794,"Manual",1779
202,"DE BEER","HENDRIK PETRUS JACOBUS","De Beer, Hendrik Jacobus","Beaufort",0.284,"Manual",590
206,"DE BEER","ZACHARIAS JOSEPH","De Beer, Sacharias Joseph","Beaufort",0.762,"Manual",592
208,"DE BEER","JOHANNES HENDRIK","de Beer, Jan Hendrik","Cradock",0.438,"Manual",1788
223,"DE JAGER","LOURENS","De Jager, Laurens Johannes","Swellendam",0.65,"Manual",8110
225,"DE JAGER","LOUIS","De Jager, Louis Sr.","Swellendam",0.49,"Manual",8118
238,"DE MEYER","JACOBUS WILLEM","de Meyer, Jacobus William","Cradock",0.716,"Manual",2440
240,"DE NECKER","PIETER HENDRIKUS","De Necker, Pieter Hendrik","Swellendam",0.618,"Manual",8341
241,"DE NECKER","ADRIAAN FRANCOIS","De Necker, Adriaan Francois","Swellendam",0.74,"Manual",8112
242,"DE NECKER","JOHANNES DANIEL JACOBUS","De Necker, Johannes Daniel","Swellendam",0.75,"Manual",8342
247,"DE WET","PIETER RUDOLPH","De Wet, Pieter Rudolph","Albany",0.724,"Manual",120
278,"DU PLOOY","DIRK WOUTER SR","Du Plooy, Dirk Wouter","Beaufort",0.72,"Manual",921
279,"DU PLOOY","GERHARDUS ANDRIES","Du Plooy, Gerrit Andries","Beaufort",0.406,"Manual",919
280,"DU PLOOY","CORNELIS MICHIEL SR","Du Plooy, Cornelis Michiel","Beaufort",0.752,"Manual",812
281,"DU PLOOY","CORNELIS MICHIEL JR","Du Plooy, Cornelis Michiel","Beaufort",0.752,"Manual",812
296,"DU TOIT","ANDRIES STEPHANUS","Du Toit, Andries Stephanus","Beaufort",0.782,"Manual",926
297,"DU TOIT","FRANCOIS JACOBUS","du Toit, Francois Jacobus","Cradock",0.642,"Manual",2048
299,"DU TOIT","FRANCOIS JACOBUS","du Toit, Francois Jacobus","Cradock",0.642,"Manual",2048
301,"DU TOIT","FRANCOIS PETRUS JACOBUS","du Toit, Francois Jacobus","Cradock",0.67,"Manual",2048
310,"ELS","FREDERIK CHRISTIAAN","Els, Fredrik","Cradock",0.598,"Manual",1999
311,"ELS","FREDERIK NICOLAAS","Els, Fredrik","Cradock",0.726,"Manual",1999
318,"ENSLIN","JOHAN ADAM","Enslin, Jan Adam","Cradock",0.45,"Manual",1694
321,"ERASMUS","LOURENS ABRAHAM","Erasmus, Laurens Abram","Graaff-Reinet",0.64,"Manual",4239
322,"ERASMUS","DANIEL ELARDUS","Erasmus, Daniel E. (?)","Graaff-Reinet",0.194,"Manual",4243
330,"ERASMUS","BAREND CHRISTOFFEL","Erasmus, Barend Christoffel","Cradock",0.794,"Manual",2221
333,"ERASMUS","PIETER RASMUS","Erasmus, Petrus Rasmus","Cradock",0.274,"Manual",2218
336,"ERASMUS","WILLEM JACOBUS","Erasmus, Willem Jacob Rudolph","Graaff-Reinet",0.506,"Manual",5304
349,"FICK","ANTHONIE FREDERIK","Fick, Anthon Fredricus","Stellenbosch",0.792,"Manual",5567
355,"FOURIE","BARTHOLOMEUS JACOBUS","Fourie, Baret (?) Jacobus","Beaufort",0.328,"Manual",225
356,"FOURIE","WILLEM ANDRIES JOHANNES","Fourie, Willem","Graaff-Reinet",0.442,"Manual",4750
362,"FOURIE","JOHANNES LOUIS","Fourie, Johannes","Cradock",0.49,"Manual",2341
364,"FOURIE","JOSEPH JOHANNES","Fourie, Josephus","Swellendam",0.498,"Manual",8033
377,"GREYLING","PIETER JACOBUS","Greyling, Pieter","Albany",0.752,"Manual",96
382,"GROBBELAAR","RENIER NICOLAAS JOHANNES","Grobbelaar, Nicolaas Johannes","Cradock",0.712,"Manual",1547
383,"GROBLER","PAULUS JOHANNES","Grobler, Paul Johannes","Swellendam",0.798,"Manual",7957
388,"GROBLER","WILLEM PIETER","Grobler, Willem Pieter","Graaff-Reinet",0.54,"Manual",4843
393,"GROBLER","PIETER","Grobler, Pieter","Uitenhage",0.748,"Manual",9568
394,"GROBLER","PIETER SCHALK","Grobler, Pieter","Uitenhage",0.392,"Manual",9568
401,"HANSONIUS","AEGIDIUS ANTHONIE","Hansonius, Egidius","Beaufort",0.764,"Manual",396
402,"HARMSE","CHRISTIAAN BAREND STEPHANUS","Harmse, Christiaan Barnard Stephanus","Beaufort",0.618,"Manual",668
403,"HARMSE","CORNELIS","Harmse, Cornelis Johannes","Beaufort",0.812,"Manual",757
426,"HORN","MICHIEL FREDERIK","Horn, M. F.","Graaff-Reinet",0.172,"Manual",5175
427,"HUGO","JACOBUS JOHANNES PETRUS PAULUS","Hugo, Jacobus Johannes Petrus Paulus","Graaff-Reinet",0.862,"Manual",4849
444,"JACOBS","PIETER DANIEL SR.","Jacobs, Pieter Daniel","Beaufort",0.508,"Manual",204
446,"JACOBS","PIETER DANIEL JR.","Jacobs, Pieter Daniel","Beaufort",0.508,"Manual",204
447,"JACOBS","GERT PETRUS","Jacobs, Gerret Petrus","Beaufort",0.702,"Manual",206
448,"JACOBS","DANIEL ROELOF SR.","Jacobs, Daniel Roelof","Beaufort",0.628,"Manual",664
459,"JORDAAN","PIETER WILLEM SR.","Jordaan, Pieter Willem","Cradock",0.608,"Manual",1846
465,"JOUBERT","JAN ABRAHAM","Joubert, Jan","Cradock",0.78,"Manual",2176
486,"KLOPPER","PAUL STEPHANUS","Klopper, Paul Stephanus","Graaff-Reinet",0.288,"Manual",4809
491,"KLOPPER","LUCAS CORNELIS JOHANNES","Klopper, Lucas Cornelis Johannes","Graaff-Reinet",0.372,"Manual",4686
494,"KOEKEMOER","JOACHIM MARTHINUS SR.","Koekemoer, Joachim Marthinus","Graaff-Reinet",0.462,"Manual",5090
501,"KOOPMAN","DAWID","Koopman, David","Beaufort",0.712,"Manual",275
503,"KOOPMAN","WILLEM PETRUS","Koopman, Willem Petrus","Beaufort",0.452,"Manual",879
506,"KRIEL","JACBOBUS ALBERTUS","Kriel, Jacobus Albertus","Swellendam",0.796,"Manual",8310
507,"KRITZINGER","JOHAN JACOB","Kritzinger, Johan Jacob","Uitenhage",0.294,"Manual",9193
508,"KRITZINGER","PIETER HENDRIK","Kritzinger, Pieter Hendrik","Uitenhage",0.294,"Manual",9187
513,"KRUGER","JOHANNES (JOHAN) CHRISTIAAN","Kruger, Johannes","Cradock",0.214,"Manual",1705
524,"LABUSCHAGNE","JAN HARM","Labuschagne, Jan","Uitenhage",0.542,"Manual",9548
528,"LABUSCHAGNE","JAN HARM","Labuschagne, Jan","Uitenhage",0.542,"Manual",9548
532,"LABUSCHAGNE","JAN HENDRIK","Labuschagne, Jan","Uitenhage",0.474,"Manual",9548
535,"LANDMAN","KAREL (CAREL) PIETER","Landman, Carel Pieter","Uitenhage",0.6,"Manual",9644
537,"LANDMAN","WILLEM ADOLPH","Landman, Willem","Uitenhage",0.38,"Manual",9632
544,"LIEBENBERG","CHRISTIAAN JACOBUS","Liebenberg, Christiaan Jacobus","Graaff-Reinet",0.622,"Manual",4614
548,"LIEBENBERG","CHRISTIAAN JACOBUS","Liebenberg, Christiaan Jacobus","Graaff-Reinet",0.454,"Manual",4756
551,"LINDEQUE","GERRIT JOHANNES SR.","Lindeque, Gerhardus Johannes","Uitenhage",0.398,"Manual",9488
563,"LUBBE","PAULUS WILHELMUS","Lubbe, Paul Willem","Clanwilliam",0.704,"Manual",1063
591,"MEINTJES","WILLEM JACOBUS ALBERTUS","Meintjes, Jacobus","Graaff-Reinet",0.278,"Manual",5362
595,"MEINTJES","PETRUS JACOBUS","Meintjes, Pieter Jacobus","Cradock",0.568,"Manual",1631
604,"MEYER","ISAK JOHANNES SR.","Meyer, Isaac Johannes","Uitenhage",0.616,"Manual",9294
613,"MOCKE","JOHAN GODFRIED","Mocke, Johan Godfried","Beaufort",0.294,"Manual",838
614,"MOCKE","JOHAN GODFRIED","Mocke, Johan Godfried","Beaufort",0.294,"Manual",838
644,"NEL","WILLEM","Nel, Willem Adriaan","Cradock",0.396,"Manual",2018
655,"NIEMAND","IZAK JOHANNES","Niemand, Isaac Johannes","Graaff-Reinet",0.434,"Manual",4640
682,"OTTO","JOHAN PHILIP","Otto, Johan Philip Matthys","Beaufort",0.288,"Manual",246
683,"OTTO","JOHAN FREDERIK","Otto, Johan Fredrik","Beaufort",0.734,"Manual",441
700,"PIETERSE","FREDERIK","Pieterse, Fredrik","Uitenhage",0.792,"Manual",9368
701,"PIETERSE","HENDRIK JESAIAS/ JOSEPHUS","Pieterse, Hendrik Josephus","Uitenhage",0.624,"Manual",9602
702,"PIETERSE","FERDINANDUS ALBERTUS","Pieterse, Ferdinand Albertus","Uitenhage",0.784,"Manual",9410
710,"POTGIETER","MATTYS GERHARDUS SR.","Potgieter, Marthinus Gerhardus","Uitenhage",0.252,"Manual",9639
716,"POTGIETER","PETRUS HENDRIK THEUNIS","Potgieter, Petrus Hendrik","Uitenhage",0.616,"Manual",9118
717,"POTGIETER","WILLEM FREDERIK","Potgieter, Willem Frederick","Albany",0.608,"Manual",77
722,"POTGIETER","HERMANUS SR.","Potgieter, Hermanus","Cradock",0.674,"Manual",1862
729,"POTGIETER","MARTHINUS JOHANNES","Potgieter, Marthinus Johannes","Uitenhage",0.858,"Manual",9616
733,"PRETORIUS","ZACHARIAS ARNOLDUS STEPHANUS","Pretorius, Zacharias","Cradock",0.436,"Manual",1781
744,"PRETORIUS","GERHARDUS PETRUS JACOBUS","Pretorius, Gerhardus Petrus","Graaff-Reinet",0.144,"Manual",5168
748,"PRETORIUS","JOHANNES LODEWYK WYNAND","Pretorius, Johannes Lodewyk Wynand","Graaff-Reinet",0.422,"Manual",5073
750,"PRETORIUS","GERHARDUS PETRUS","Pretorius, Gerhardus Petrus","Graaff-Reinet",0.674,"Manual",5168
751,"PRETORIUS","JOHANNES PETRUS (JAN SR.)","Pretorius, Jan Petrus Jacobus","Graaff-Reinet",0.702,"Manual",5029
752,"PRETORIUS","JOHANNES PETRUS (JAN JR.)","Pretorius, Jan Petrus Jacobus","Graaff-Reinet",0.702,"Manual",5029
753,"PRETORIUS","JOHANNES JACOBUS","Pretorius, Johannes Jacobus","Graaff-Reinet",0.502,"Manual",5034
754,"PRETORIUS","JOHANNES JACOBUS","Pretorius, Johannes Jacobus","Graaff-Reinet",0.45,"Manual",4814
755,"PRETORIUS","WILLEM LODEWYK","Pretorius, Willem Lodewyk","Graaff-Reinet",0.57,"Manual",4709
757,"PRETORIUS","JOHANNES ANDRIES","Pretorius, Johannes Andries","Graaff-Reinet",0.496,"Manual",5178
758,"PRETORIUS","JOHANNES JACOBUS CORNELIS","Pretorius, Johannes Jacobus Cornelis","Graaff-Reinet",0.484,"Manual",5180
761,"PRETORIUS","WILLEM STERRENBERG","Pretorius, Willem Sterrenberg","Graaff-Reinet",0.53,"Manual",4107
765,"PRETORIUS","WILLEM","Pretorius, Willem","Cradock",0.64,"Manual",1511
766,"PRINSLOO","HENDRIK FREDERIK","Prinsloo, Hendrik Fredrik","Cradock",0.766,"Manual",2231
769,"PRINSLOO","BALTHSAR JOHANNES","Prinsloo, Balthazar Johannes","Cradock",0.766,"Manual",2206
774,"PRINSLOO","HENDRIK FREDERIK","Prinsloo, Hendrik Fredrik","Cradock",0.766,"Manual",2231
777,"PRINSLOO","WILLEM JOHANNES","Prinsloo, Willem","Cradock",0.47,"Manual",2204
781,"PRINSLOO","JOACHIM (JOACHEMUS) JOHANNES PETRUS","Prinsloo, Joachemus Johannes","Cradock",0.658,"Manual",2209
782,"PRINSLOO","HENDRIK PETRUS SR.","Prinsloo, Hendrik Petrus","Cradock",0.786,"Manual",2208
791,"PUTTER","PAUL JACOBUS","Putter, Paul Jacobus","Cradock",0.74,"Manual",1948
809,"ROBBERTSE","JOHANNES MATTHYS","Robbertse, Johannes Matthys","Cradock",0.74,"Manual",1970
824,"ROOS","CHARL PETRUS","Roos, Charel Petrus","Graaff-Reinet",0.542,"Manual",4728
827,"ROOS","PAULUS STEPHANUS","Roos, Paul Stephanus","Uitenhage",0.284,"Manual",9588
829,"ROOS","IZAAK FRANCOIS","Roos, Isaac Francois","Graaff-Reinet",0.302,"Manual",5537
845,"SCHEEPERS","MARTHINUS EASIAS","Scheepers, Marthinus","Uitenhage",0.494,"Manual",9661
846,"SCHEEPERS","GERHARDUS JOHANNES ADOLPHUS","Scheepers, Gerhardus","Uitenhage",0.184,"Manual",9088
847,"SCHEEPERS","JAN (JOHANNES) MARTHINUS","Scheepers, Marthinus","Uitenhage",0.444,"Manual",9661
849,"SCHEEPERS","HENDRIK PETRUS GERRIT","Scheepers, Hendrik Petrus","Uitenhage",0.69,"Manual",9523
851,"SCHEEPERS","HENDRIK CHRISTOFFEL PRETRUS","Scheepers, Hendrik Petrus","Uitenhage",0.24,"Manual",9523
855,"SCHEEPERS","PETRUS JOHANNES CHRISTOFFEL","Scheepers, Petrus Jacobus","Uitenhage",0.438,"Manual",9400
860,"SCHOEMAN","JOHANNES","Schoeman, Johannes","George",0.716,"Manual",3874
