ID,Journal,Year,Vol,No,Paper_ID,Title,TitleCaps,Divergence,Depression,Comments,Google14,Google15,Google16,Google17,Google18,Google19,Google20,Google21,Google22,Google23,Google24,Google25,Google26,WebScience15,Pagestart,Pageend,Characters,Continent1,No of authors,Author1,Author1 university,Author1 country,Author2,Author2 university,Author2 country,Author3,Author3 university,Author3 country,Author4,Author4 university,Author4 country,Author5,Author5 university,Author5 country,Author 6,Author6 University,Author 6 Country,Author 7,Author7 University,Author 7 Country,Author 8,Author8 University,Author 8 Country,Author 9,Author 9 University,Author 9 Country,Author 10,Author 10 University,Author 10 Country,Author 11,Author 11 University,Author 11 Country,ID_original,duplicate_entry
198,EREH,1999,3,2,4,Contra Ricardo: On The Macroeconomics Of Pre-Industrial Economies,CONTRA RICARDO: ON THE MACROECONOMICS OF PRE-INDUSTRIAL ECONOMIES,0,0,0,50,56,64,71,80,77,81,82,93,93,97,106,100,0,199,232,65,Global,1,George Grantham,McGill University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,FALSE
199,EREH,1999,3,2,3,"Wages And The Standard Of Living In Europe, 1500–1800","WAGES AND THE STANDARD OF LIVING IN EUROPE, 1500–1800",0,0,0,138,154,173,203,222,251,271,287,313,320,335,348,363,0,175,197,53,Western Europe,1,Jan Luiten Van Zanden,Utrecht University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,FALSE
200,EREH,1999,3,2,2,Capital Mobilisation And Utilisation In Latecomer Economies: Germany And Italy Compared,CAPITAL MOBILISATION AND UTILISATION IN LATECOMER ECONOMIES: GERMANY AND ITALY COMPARED,0,0,0,22,24,28,32,34,35,36,37,44,50,53,57,59,0,139,174,87,Western Europe,1,Caroline Fohlin,Caltech,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,FALSE
201,EREH,1999,3,2,1,"The Economic Growth Of Central And Eastern Europe In Comparative Perspective, 1870–1989","THE ECONOMIC GROWTH OF CENTRAL AND EASTERN EUROPE IN COMPARATIVE PERSPECTIVE, 1870–1989",0,0,0,39,44,50,50,51,57,64,72,82,87,91,90,97,0,103,137,87,Eastern Europe/Russia,2,David F Good,University of Minnesota,USA,Tongshu Ma,University of Utah,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,FALSE
202,EREH,1999,3,3,4,"Weather Effects On European Agricultural Output, 1850–1913","WEATHER EFFECTS ON EUROPEAN AGRICULTURAL OUTPUT, 1850–1913",0,0,0,26,33,37,40,43,47,53,52,59,61,64,66,67,0,351,373,58,Western Europe,2,Solomos Solomou,University of Cambridge,UK,Weike Wu,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,FALSE
203,EREH,1999,3,3,3,"Rearranging Deck Chairs On The Titanic: English Banking Concentration And Efficiency, 1870–1914","REARRANGING DECK CHAIRS ON THE TITANIC: ENGLISH BANKING CONCENTRATION AND EFFICIENCY, 1870–1914",0,0,0,13,13,14,14,14,15,18,20,19,19,21,21,24,0,323,349,95,Britain,1,Richard S Grossman,Wesleyan University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,FALSE
204,EREH,1999,3,3,2,Democracy And Business Cycles: Evidence From Portuguese Economic History,DEMOCRACY AND BUSINESS CYCLES: EVIDENCE FROM PORTUGUESE ECONOMIC HISTORY,0,0,0,9,9,10,12,12,11,11,10,10,12,13,12,12,0,295,321,72,Western Europe,2,Miguel Costa-Gomes,Harvard University,USA,Jose Tavares,Harvard University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,FALSE
205,EREH,1999,3,3,1,How Beneficent Is The Market? A Look At The Modern History Of Mortality,HOW BENEFICENT IS THE MARKET? A LOOK AT THE MODERN HISTORY OF MORTALITY,0,0,0,151,180,202,212,241,265,276,289,319,331,344,365,368,0,257,294,71,Global,1,Richard A Easterlin,University of Southern California,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,FALSE
206,EHR,2000,53,1,5,"Russian Railway Construction And The Urals Charcoal Iron And Steel Industry, 1851-1914","RUSSIAN RAILWAY CONSTRUCTION AND THE URALS CHARCOAL IRON AND STEEL INDUSTRY, 1851-1914",0,0,0,10,13,17,15,20,20,23,28,32,33,38,41,42,2,107,126,86,Eastern Europe/Russia,1,Ian Blanchard,University of Edinburgh,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,FALSE
207,EHR,2000,53,1,4,The Census And The Servant: A Reassessment Of The Decline And Distribution Of Farm Service In Early Nineteenth-Century England,THE CENSUS AND THE SERVANT: A REASSESSMENT OF THE DECLINE AND DISTRIBUTION OF FARM SERVICE IN EARLY NINETEENTH-CENTURY ENGLAND,0,0,0,6,10,11,12,15,20,21,23,19,22,25,25,29,2,84,106,126,Britain,1,A J Gritt,University of Central Lancashire,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,FALSE
208,EHR,2000,53,1,3,"Early Elizabethan Investigations Into Exchange And The Value Of Sterling, 1558-1568","EARLY ELIZABETHAN INVESTIGATIONS INTO EXCHANGE AND THE VALUE OF STERLING, 1558-1568",0,0,0,4,4,5,6,7,7,8,8,8,10,12,8,8,1,60,83,83,Britain,1,T H Lloyd,University of Wales,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,FALSE
209,EHR,2000,53,1,2,Technological Innovation And Economic Progress In The Ancient World: M. I. Finley Re-Considered,TECHNOLOGICAL INNOVATION AND ECONOMIC PROGRESS IN THE ANCIENT WORLD: M. I. FINLEY RE-CONSIDERED,0,0,0,69,90,110,143,158,179,198,221,248,284,300,285,288,35,29,59,95,Global,1,Kevin Greene,University of Newcastle,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,FALSE
210,EHR,2000,53,1,1,A Critical Survey Of Recent Research In Chinese Economic History,A CRITICAL SURVEY OF RECENT RESEARCH IN CHINESE ECONOMIC HISTORY,0,0,0,49,62,80,89,95,102,113,124,124,137,145,132,136,15,1,28,64,Asia,1,Kent G Deng,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,FALSE
211,EHR,2000,53,2,6,Responding To Relative Decline: The Creation Of The National Economic Development Council,RESPONDING TO RELATIVE DECLINE: THE CREATION OF THE NATIONAL ECONOMIC DEVELOPMENT COUNCIL,0,0,0,23,24,25,30,37,41,43,43,47,47,49,49,49,17,331,353,89,Britain,2,Astrid Ringe,University of Bristol,UK,Eil Rollings,University of Glasgow,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,FALSE
212,EHR,2000,53,2,5,European Emigration In The Late Nineteenth Century: The Paradoxical Case Of Spain,EUROPEAN EMIGRATION IN THE LATE NINETEENTH CENTURY: THE PARADOXICAL CASE OF SPAIN,0,0,0,43,46,46,49,60,64,69,,85,85,97,94,100,8,309,330,81,Western Europe,1,Blanca Sanchez-Alonso,Universidad San Pablo,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,FALSE
213,EHR,2000,53,2,4,"From The Franc To The ‘Europe’: The Attempted Transformation Of The Latin Monetary Union Into A European Monetary Union, 1865-1873","FROM THE FRANC TO THE ‘EUROPE’: THE ATTEMPTED TRANSFORMATION OF THE LATIN MONETARY UNION INTO A EUROPEAN MONETARY UNION, 1865-1873",0,0,0,25,31,37,45,52,57,63,78,81,84,87,89,94,4,284,308,130,Western Europe,1,Luca L Einaudi,Presidenza del Consiglio dei Ministri,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,FALSE
214,EHR,2000,53,2,3,Explaining The Mortality Decline In The Eighteenth-Century British Slave Trade,EXPLAINING THE MORTALITY DECLINE IN THE EIGHTEENTH-CENTURY BRITISH SLAVE TRADE,0,0,0,21,23,25,30,38,41,41,42,47,51,50,55,56,7,262,283,78,Britain,2,Robin Haines,The Flinders University of South Australia,Australia,Ralph Shlomowitz,The Flinders University of South Australia,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,FALSE
215,EHR,2000,53,2,2,Standards Of Living And Capital Formation In Pre-Plague England: A Peasant Budget Model,STANDARDS OF LIVING AND CAPITAL FORMATION IN PRE-PLAGUE ENGLAND: A PEASANT BUDGET MODEL,0,0,0,22,28,32,40,49,51,57,55,61,61,66,68,74,8,237,261,87,Britain,1,Harry Kitsikopoulos,New School University New York,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,FALSE
216,EHR,2000,53,2,1,The Sugar Revolution,THE SUGAR REVOLUTION,0,0,0,54,68,73,83,107,115,133,143,173,193,202,223,232,19,231,236,20,Latin America,1,B W Higman,Australian National University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,FALSE
217,EHR,2000,53,3,6,The Business And The Politics Of Decolonization: The British Experience In The Twentieth Century,THE BUSINESS AND THE POLITICS OF DECOLONIZATION: THE BRITISH EXPERIENCE IN THE TWENTIETH CENTURY,0,0,0,31,33,42,54,59,66,69,78,91,96,101,104,102,18,544,564,96,Britain,1,Nicholas J White,Liverpool John Moores University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,FALSE
218,EHR,2000,53,3,5,Seebohm Rowntree And The Postwar Poverty Puzzle,SEEBOHM ROWNTREE AND THE POSTWAR POVERTY PUZZLE,0,0,0,20,24,26,29,30,34,35,36,44,44,46,49,51,8,517,543,47,Britain,2,Timothy J Hatton,University of Essex,UK,Roy E Bailey,University of Essex,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,FALSE
219,EHR,2000,53,3,4,Manufacturing Quality In The Pre-Industrial Age: Finding Value In Diversity,MANUFACTURING QUALITY IN THE PRE-INDUSTRIAL AGE: FINDING VALUE IN DIVERSITY,0,0,0,11,13,15,18,19,20,24,25,27,31,34,30,30,8,493,516,75,Western Europe,1,Pierre Claude Reynard,University of Western Ontario,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,FALSE
220,EHR,2000,53,3,3,"Food Prices And The Standard Of Living In London In The ‘Century Of Revolution’, 1580-1700","FOOD PRICES AND THE STANDARD OF LIVING IN LONDON IN THE ‘CENTURY OF REVOLUTION’, 1580-1700",0,0,0,26,31,35,35,39,44,46,50,50,57,60,60,57,14,455,492,90,Britain,1,Jeremy Boulton,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,FALSE
221,EHR,2000,53,3,2,The Expansion Of The South-Western Fisheries In Late Medieval England,THE EXPANSION OF THE SOUTH-WESTERN FISHERIES IN LATE MEDIEVAL ENGLAND,0,0,0,19,24,31,33,36,38,44,47,57,65,73,65,71,5,429,454,69,Britain,1,Maryanne Kowaleski,Fordham University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,FALSE
222,EHR,2000,53,3,1,The Decline Of Child Labour: Labour Markets And Family Economies In Europe And North America Since 1830,THE DECLINE OF CHILD LABOUR: LABOUR MARKETS AND FAMILY ECONOMIES IN EUROPE AND NORTH AMERICA SINCE 1830,0,0,0,41,46,51,64,74,83,91,91,106,116,117,128,137,13,409,428,103,Western Europe,1,Hugh Cunningham,University of Kent,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,FALSE
223,EHR,2000,53,4,7,Businessmen And Land Ownership In The Late Nineteenth Century Revisited,BUSINESSMEN AND LAND OWNERSHIP IN THE LATE NINETEENTH CENTURY REVISITED,0,0,0,4,4,5,5,6,9,9,9,10,10,12,11,12,2,777,782,71,Britain,1,Tom Nicholas,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,FALSE
224,EHR,2000,53,4,6,Land Ownership And Social Change In Late Nineteenth-Century Britain,LAND OWNERSHIP AND SOCIAL CHANGE IN LATE NINETEENTH-CENTURY BRITAIN,0,0,0,8,11,12,12,11,14,17,21,22,21,24,24,27,5,767,776,67,Britain,1,Julia A Smith,Cardiff Business School,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,FALSE
225,EHR,2000,53,4,5,"The Impact Of Philanthropy: Housing Provision And The Sutton Model Dwellings Trust, 1900-1939","THE IMPACT OF PHILANTHROPY: HOUSING PROVISION AND THE SUTTON MODEL DWELLINGS TRUST, 1900-1939",0,0,0,5,6,5,7,9,10,9,9,10,10,11,12,14,1,742,766,93,Britain,1,Patricia L Garside,University of Salford,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,FALSE
226,EHR,2000,53,4,4,"Two Textile Townships, C. 1660-1820: A Comparative Demographic Analysis","TWO TEXTILE TOWNSHIPS, C. 1660-1820: A COMPARATIVE DEMOGRAPHIC ANALYSIS",0,0,0,9,18,21,24,29,31,32,30,31,36,37,35,35,9,706,741,71,Britain,2,Pat Hudson,Cardiff University,UK,Steve King,Oxford Brookes University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,FALSE
227,EHR,2000,53,4,3,"The Cost Of Apparel In Seventeenth-Century England, And The Accuracy Of Gregory King","THE COST OF APPAREL IN SEVENTEENTH-CENTURY ENGLAND, AND THE ACCURACY OF GREGORY KING",0,0,0,7,12,18,24,29,33,37,40,41,45,47,53,53,14,677,705,84,Britain,1,Margaret Spufford,University of Surre,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,FALSE
228,EHR,2000,53,4,2,"Tenant Farming And Short-Term Leasing On Romney, Marsh, 1587-1705","TENANT FARMING AND SHORT-TERM LEASING ON ROMNEY, MARSH, 1587-1705",0,0,0,5,8,9,14,14,18,19,19,19,21,25,23,25,7,646,676,65,Britain,1,Stephen Hipkin,Canterbury Christ Church University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,FALSE
229,EHR,2000,53,4,1,Advertising Consumer Goods In Nineteenth-Century Britain: Reinterpretations,ADVERTISING CONSUMER GOODS IN NINETEENTH-CENTURY BRITAIN: REINTERPRETATIONS,0,0,0,51,60,71,78,93,108,119,127,148,157,167,169,177,25,621,645,75,Britain,1,Roy Church,University of East Anglia,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,FALSE
230,Explorations,2000,37,1,4,"British Industrialization, 1815–1860: A Disaggregate Time-Series Perspective","BRITISH INDUSTRIALIZATION, 1815–1860: A DISAGGREGATE TIME-SERIES PERSPECTIVE",0,0,0,25,26,27,27,26,29,34,34,34,35,35,34,35,10,98,119,76,Britain,2,David Greasley,University of Edinburgh,UK,Les Oxley,University of Waikato,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,FALSE
231,Explorations,2000,37,1,3,The Market For Confederate Cotton Bonds,THE MARKET FOR CONFEDERATE COTTON BONDS,0,0,0,21,27,37,39,35,36,43,52,56,60,64,48,49,6,76,97,39,North America,1,Marc D Weidenmier,Claremont McKenna College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,FALSE
232,Explorations,2000,37,1,2,The Statutory Regulation Of Colonial Servitude: An Incomplete-Contract Approach,THE STATUTORY REGULATION OF COLONIAL SERVITUDE: AN INCOMPLETE-CONTRACT APPROACH,0,0,0,13,14,18,19,20,18,19,20,21,21,22,26,26,12,42,75,79,North America,1,Farley Grubb,University of Delaware,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,FALSE
233,Explorations,2000,37,1,1,"International Comparisons Of Real Product, 1820–1990: An Alternative Data Set","INTERNATIONAL COMPARISONS OF REAL PRODUCT, 1820–1990: AN ALTERNATIVE DATA SET",0,0,0,191,216,245,261,265,272,292,294,303,297,317,321,333,47,1,41,77,Global,1,Leandro Prados De La Escosura,Universidad Carlos III de Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,FALSE
234,Explorations,2000,37,2,4,The Diffusion Of Tractors On The Canadian Prairies: The Threshold Model And The Problem Of Uncertainty,THE DIFFUSION OF TRACTORS ON THE CANADIAN PRAIRIES: THE THRESHOLD MODEL AND THE PROBLEM OF UNCERTAINTY,0,0,0,11,15,16,18,19,20,19,21,23,23,25,22,22,8,189,216,102,North America,1,Byron Lew,Trent University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,FALSE
235,Explorations,2000,37,2,3,"Rowntree Revisited: Poverty In Britain, 1900","ROWNTREE REVISITED: POVERTY IN BRITAIN, 1900",0,0,0,12,13,14,17,19,19,20,22,22,23,24,26,28,5,174,188,44,Britain,2,Ian Gazeley,University of Sussex,UK,Andrew Newell,University of Sussex,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,FALSE
236,Explorations,2000,37,2,2,Market Integration And Transport Costs In France 1825–1903: A Threshold Error Correction Approach To The Law Of One Price,MARKET INTEGRATION AND TRANSPORT COSTS IN FRANCE 1825–1903: A THRESHOLD ERROR CORRECTION APPROACH TO THE LAW OF ONE PRICE,0,0,0,62,70,77,79,90,94,100,104,109,117,117,116,121,23,149,173,121,Western Europe,2,Mette Ejrnaes,University of Copenhagen,Denmark,Karl Gunnar Persson,University of Copenhagen,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,FALSE
237,Explorations,2000,37,2,1,"The Advent Of The Federal Reserve And The Efficiency Of The Payments System: The Collection Of Checks, 1915–1930","THE ADVENT OF THE FEDERAL RESERVE AND THE EFFICIENCY OF THE PAYMENTS SYSTEM: THE COLLECTION OF CHECKS, 1915–1930",0,0,0,12,15,17,19,23,25,24,25,27,27,27,29,29,5,121,148,112,North America,1,R Alton Gilbert,Federal Reserve Bank of St. Louis,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,FALSE
238,Explorations,2000,37,3,4,Could The United States Iron Industry Have Survived Free Trade After The Civil War?,COULD THE UNITED STATES IRON INDUSTRY HAVE SURVIVED FREE TRADE AFTER THE CIVIL WAR?,0,0,0,21,22,16,18,22,24,30,33,37,37,38,44,46,5,278,299,83,North America,1,Douglas A Irwin,Dartmouth College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,FALSE
239,Explorations,2000,37,3,3,Economic Opportunity On The Urban Frontier: Wealth And Nativity In Early San Francisco,ECONOMIC OPPORTUNITY ON THE URBAN FRONTIER: WEALTH AND NATIVITY IN EARLY SAN FRANCISCO,0,0,0,17,18,19,22,26,29,30,33,33,34,33,33,35,9,258,277,86,North America,1,Thomas R Walker,University of Chicago,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,FALSE
240,Explorations,2000,37,3,2,"The Choice Of Agrarian Contracts In Early Renaissance Tuscany: Risk Sharing, Moral Hazard, Or Capital Market Imperfections?","THE CHOICE OF AGRARIAN CONTRACTS IN EARLY RENAISSANCE TUSCANY: RISK SHARING, MORAL HAZARD, OR CAPITAL MARKET IMPERFECTIONS?",0,0,0,48,54,54,64,69,71,73,73,76,81,84,88,91,20,241,257,123,Western Europe,2,Daniel A Ackerberg,UCLA,USA,Maristella Botticini,Boston University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,FALSE
241,Explorations,2000,37,3,1,"Scapegoats Or Responsive Entrepreneurs: Canadian Manufacturers, 1907–1990","SCAPEGOATS OR RESPONSIVE ENTREPRENEURS: CANADIAN MANUFACTURERS, 1907–1990",0,0,0,14,14,14,14,16,20,19,21,21,22,24,23,24,4,217,240,73,North America,1,Ian Keay,McGill University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,FALSE
242,Explorations,2000,37,4,4,The Effect Of Cost Heterogeneity In The Success And Failure Of The New Deal'S Agricultural And Industrial Programs,THE EFFECT OF COST HETEROGENEITY IN THE SUCCESS AND FAILURE OF THE NEW DEAL'S AGRICULTURAL AND INDUSTRIAL PROGRAMS,0,0,0,16,16,19,20,21,25,23,26,26,28,27,28,29,7,370,400,114,North America,2,Barbara Alexander,Charles River Associates,USA,Gary D Libecap,University of Arizona,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,FALSE
243,Explorations,2000,37,4,3,"Heights Of Men And Women In 19Th-Century Bavaria: Economic, Nutritional, And Disease Influences","HEIGHTS OF MEN AND WOMEN IN 19TH-CENTURY BAVARIA: ECONOMIC, NUTRITIONAL, AND DISEASE INFLUENCES",0,0,0,98,108,126,138,151,164,168,182,210,220,235,254,263,55,351,369,95,Western Europe,2,Joerg Baten,University of Munich,Germany,John E Murray,University of Toledo,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,TRUE
244,Explorations,2000,37,4,2,"Income, Cohort Effects, And Occupational Mobility: A New Look At Immigration To The United States At The Turn Of The 20Th Century","INCOME, COHORT EFFECTS, AND OCCUPATIONAL MOBILITY: A NEW LOOK AT IMMIGRATION TO THE UNITED STATES AT THE TURN OF THE 20TH CENTURY",0,0,0,21,25,28,33,50,53,61,68,77,79,83,89,91,8,326,350,129,North America,1,Chris Minns,McGill University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,FALSE
245,Explorations,2000,37,4,1,The Political Economy Of Interwar Egyptian Cotton Policy,THE POLITICAL ECONOMY OF INTERWAR EGYPTIAN COTTON POLICY,0,0,0,7,7,10,9,10,12,12,18,20,18,22,25,25,4,301,325,56,Africa,1,Tarik M Yousef,Georgetown University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,FALSE
246,JEH,2000,60,4,8,A Note On New Estimates Of The Distribution Of Income In The 1920s,A NOTE ON NEW ESTIMATES OF THE DISTRIBUTION OF INCOME IN THE 1920S,0,0,1,5,16,23,31,37,34,46,51,63,60,61,51,51,4,1120,1128,66,North America,1,Gene Smiley,Marquette University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,FALSE
247,JEH,2000,60,4,7,"Commerce And Cooperation: Litigation And Settlement Of Civil Disputes On The Australian Frontier, 1860-1900","COMMERCE AND COOPERATION: LITIGATION AND SETTLEMENT OF CIVIL DISPUTES ON THE AUSTRALIAN FRONTIER, 1860-1900",0,0,0,8,8,10,8,11,11,12,11,12,12,12,12,11,7,1088,1119,107,Australasia,1,B Zorina Khan,Bowdoin College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,FALSE
248,JEH,2000,60,4,6,"""Weimar On The Volga"": Causes And Consequences Of Inflation In 1990S Russia Compared With 1920S Germany","""WEIMAR ON THE VOLGA"": CAUSES AND CONSEQUENCES OF INFLATION IN 1990S RUSSIA COMPARED WITH 1920S GERMANY",0,0,0,10,14,18,23,27,29,33,36,40,46,46,44,45,4,1061,1087,103,Eastern Europe/Russia,2,Niall Ferguson,University of Oxford,UK,Brigitte Granville,Royal Institute of International Affairs,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,FALSE
249,JEH,2000,60,4,5,The First Bank Of The United States And The Securities Market Crash Of 1792,THE FIRST BANK OF THE UNITED STATES AND THE SECURITIES MARKET CRASH OF 1792,0,0,0,18,20,23,27,27,33,35,37,42,44,47,52,53,3,1041,1060,75,North America,1,David J Cowen,Deutsche Bank,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,FALSE
250,JEH,2000,60,4,4,"Central Planning And Unintended Consequences: Creating The Soviet Financial System, 1930-1939","CENTRAL PLANNING AND UNINTENDED CONSEQUENCES: CREATING THE SOVIET FINANCIAL SYSTEM, 1930-1939",0,0,0,18,18,18,20,26,29,28,29,33,36,37,39,40,8,1017,1040,93,Eastern Europe/Russia,2,Paul R Gregory,University of Houston,USA,Aleksei Tikhonov,University of Houston,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,FALSE
251,JEH,2000,60,4,3,Declining Industries And The Persistence Of Government Support Programs: The Quiet Decline Of Gum Naval Stores Production In The United States,DECLINING INDUSTRIES AND THE PERSISTENCE OF GOVERNMENT SUPPORT PROGRAMS: THE QUIET DECLINE OF GUM NAVAL STORES PRODUCTION IN THE UNITED STATES,0,0,0,3,3,5,5,5,5,7,8,9,9,9,10,10,1,995,1016,142,North America,1,Ronald Johnson,Montana State University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,FALSE
252,JEH,2000,60,4,2,"Women And The ""Second Serfdom"": Evidence From Early Modern Bohemia","WOMEN AND THE ""SECOND SERFDOM"": EVIDENCE FROM EARLY MODERN BOHEMIA",0,0,0,20,26,29,33,34,42,44,42,45,51,53,53,55,13,961,994,66,Western Europe,2,Sheilagh Ogilvie,University of Cambridge,UK,Jeremy Edwards,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,FALSE
253,JEH,2000,60,4,1,"The Standardization Of Track Gauge On North American Railways, 1830-1890","THE STANDARDIZATION OF TRACK GAUGE ON NORTH AMERICAN RAILWAYS, 1830-1890",0,0,0,49,59,72,78,87,90,102,110,116,130,137,139,146,7,933,960,72,North America,1,Douglas J Puffert,University of Munich,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,FALSE
254,JEH,2000,60,3,10,"Distribution Of Wealth In Prince George'S County, Maryland, 1800-1820","DISTRIBUTION OF WEALTH IN PRINCE GEORGE'S COUNTY, MARYLAND, 1800-1820",0,0,0,2,2,2,3,4,4,6,8,8,8,9,9,9,1,847,855,69,North America,1,Steven Sarson,University of Wales,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,FALSE
255,JEH,2000,60,3,9,A Response To Harley And Crafts,A RESPONSE TO HARLEY AND CRAFTS,0,0,1,24,26,28,33,29,28,33,33,35,32,36,36,37,7,842,846,31,Britain,1,Peter Temin,MIT,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,FALSE
256,JEH,2000,60,3,8,Simulating The Two Views Of The British Industrial Revolution,SIMULATING THE TWO VIEWS OF THE BRITISH INDUSTRIAL REVOLUTION,0,0,0,81,91,98,108,81,113,121,130,135,139,149,151,153,27,819,841,61,Britain,2,C Knick Harley,University of Western Ontario,Canada,Nicholas Crafts,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,FALSE
257,JEH,2000,60,3,7,Education And Income In The Early Twentieth Century: Evidence From The Prairies,EDUCATION AND INCOME IN THE EARLY TWENTIETH CENTURY: EVIDENCE FROM THE PRAIRIES,0,0,0,81,89,106,116,130,140,146,160,170,181,193,209,211,21,782,818,79,North America,2,Claudia Goldin,Harvard University,USA,Lawrence F Katz,Harvard University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,FALSE
258,JEH,2000,60,3,6,African-American Economic Mobility In The 1940S: A Portrait From The Palmer Survey,AFRICAN-AMERICAN ECONOMIC MOBILITY IN THE 1940S: A PORTRAIT FROM THE PALMER SURVEY,0,0,0,18,26,25,29,33,32,40,50,56,63,66,67,71,10,756,781,82,North America,1,William J Collins,Vanderbilt University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,FALSE
259,JEH,2000,60,3,5,"Those Who Left And Those Who Stayed Behind: Explaining Emigration From The Regions Of Spain, 1880-1914","THOSE WHO LEFT AND THOSE WHO STAYED BEHIND: EXPLAINING EMIGRATION FROM THE REGIONS OF SPAIN, 1880-1914",0,0,0,58,67,81,90,103,115,126,143,152,156,174,176,186,14,730,755,102,Western Europe,1,Blanca Sanchez-Alonso,Universidad San Pablo,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,FALSE
260,JEH,2000,60,3,4,"The Geography Of Invention In The American Glass Industry, 1870-1925","THE GEOGRAPHY OF INVENTION IN THE AMERICAN GLASS INDUSTRY, 1870-1925",0,0,0,39,45,48,53,53,58,61,64,68,66,73,75,75,14,700,729,68,North America,2,Naomi R Lamoreaux,UCLA,USA,Kenneth L Sokoloff,UCLA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,FALSE
