ID,Journal,Year,Vol,No,Paper_ID,Title,TitleCaps,Divergence,Depression,Comments,Google14,Google15,Google16,Google17,Google18,Google19,Google20,Google21,Google22,Google23,Google24,Google25,Google26,WebScience15,Pagestart,Pageend,Characters,Continent1,No of authors,Author1,Author1 university,Author1 country,Author2,Author2 university,Author2 country,Author3,Author3 university,Author3 country,Author4,Author4 university,Author4 country,Author5,Author5 university,Author5 country,Author 6,Author6 University,Author 6 Country,Author 7,Author7 University,Author 7 Country,Author 8,Author8 University,Author 8 Country,Author 9,Author 9 University,Author 9 Country,Author 10,Author 10 University,Author 10 Country,Author 11,Author 11 University,Author 11 Country,ID_original,duplicate_entry
1737,Explorations,2014,51,1,2,Inherited vs self-made wealth: Theory & evidence from a rentier society (Paris 1872–1927),,,,,,18,30,50,62,73,88,102,118,130,138,170,185,2,21,40,89,Western Europe,3,Thomas Piketty,Paris School of Economics,France,Gilles Postel-Vinay,Paris School of Economics,France,Jean-Laurent Rosenthal,California Institute of Technology,USA,,,,,,,,,,,,,,,,,,,,,,,,,1737,FALSE
1738,Explorations,2014,51,1,3,Economic growth in the Mid-Atlantic region: Conjectural estimates for 1720 to 1800,,,,,,1,2,5,6,12,16,20,18,20,22,22,21,0,41,59,82,North America,2,Joshua Rosenbloom,University of Kansas,USA,Thomas Weiss,University of Kansas,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738,FALSE
1739,Explorations,2014,51,1,4,"Regulating IPOs: Evidence from going public in London, 1900–1913",,,,,,3,7,12,19,26,32,35,43,47,50,55,54,0,60,76,64,Britain,3,Carsten Burhop,University of Vienna,Austria,David Chambers,University of Cambridge,UK,Brian Cheffins,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,1739,FALSE
1740,Explorations,2014,51,1,5,From internal taxes to national regulation: Evidence from a French wine tax reform at the turn of the twentieth century,,,,,,3,5,4,6,9,8,10,8,8,8,8,8,0,77,93,119,Western Europe,3,Raphael Franck,Bar Ilan University,Israel,Noel Johnson,George Mason University,USA,John Nye,George Mason University,USA,,,,,,,,,,,,,,,,,,,,,,,,,1740,FALSE
1741,Explorations,2014,51,1,6,The first poverty line? Davies' and Eden's investigation of rural poverty in the late 18th-century England,,,,,,0,2,2,5,7,10,15,19,22,23,25,25,0,94,108,106,Britain,2,Ian Gazeley,University of Sussex,UK,Nicola Verdon,Sheffield Hallam University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,FALSE
1742,Explorations,2014,52,1,1,The first global emerging markets investor: Foreign & Colonial Investment Trust 1880–1913,,,,,,4,5,10,17,19,22,28,35,39,44,52,54,0,1,21,89,Global,2,David Chambers,University of Cambridge,UK,Rui Esteves,University of Oxford,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,FALSE
1743,Explorations,2014,52,1,2,"Cross-sectional predictability of stock returns, evidence from the 19th century Brussels Stock Exchange (1873–1914)",,,,,,1,1,5,7,11,12,13,15,18,20,25,24,0,22,43,115,Western Europe,2,Jan Annaert,University of Antwerp,Belgium,Lord Mensah,University of Antwerp,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,FALSE
1744,Explorations,2014,52,1,3,Local liquidity constraints: What place for central bank regional policy? The French experience during the Belle Époque (1880–1913),,,,,,2,2,6,6,8,11,12,13,15,17,18,19,0,44,62,131,Western Europe,1,Guillaume Bazot,Paris School of Economics,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,FALSE
1745,Explorations,2014,52,1,4,"Papers, please! The effect of birth registration on child labor and education in early 20th century USA",,,,,,0,0,3,7,10,10,13,17,19,23,29,30,0,63,92,103,North America,1,Sonja Fagernas,University of Sussex,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,FALSE
1746,Explorations,2014,52,1,5,The role of migration in regional wage convergence: Evidence from Sweden 1860–1940,,,,,,1,4,7,19,25,29,38,48,55,60,62,68,0,93,110,82,Scandinavia,3,Kerstin Enflo,Lund University,Sweden,Christer Lundh,University of Gothenburg,Sweden,Svante Prado,University of Gothenburg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,1746,FALSE
1747,Explorations,2014,52,1,6,"Measuring integration in the English wheat market, 1770–1820: New methods, new answers",,,,,,0,8,7,12,16,15,25,32,33,36,41,40,0,111,130,86,Britain,2,Liam Brunt,Norwegian School of Economics,Norway,Edmund Cannon,University of Bristol,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747,FALSE
1748,Explorations,2014,53,1,1,"Exchange rate adjustment, monetary policy and fiscal stimulus in Japan's escape from the Great Depression",,,,,,2,4,9,12,14,17,20,33,35,40,42,43,0,1,18,105,Asia,2,Masahiko Shibamoto,Kobe University,Japan,Masato Shizume,Bank of Japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,FALSE
1749,Explorations,2014,53,1,2,Defying gravity: The Imperial Economic Conference and the reorientation of Canadian trade,,,,,,0,8,7,9,15,22,29,32,35,36,34,35,0,19,39,89,North America,1,David Jacks,Simon Fraser University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,FALSE
1750,Explorations,2014,53,1,3,"Selective migration, wages, and occupational mobility in nineteenth century America",,,,,,1,4,8,14,20,25,26,31,39,40,50,55,0,40,63,83,North America,1,Laura Salisbury,York University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,FALSE
1751,Explorations,2014,53,1,4,Distinctively black names in the American past,,,,,,2,10,15,19,20,25,29,42,58,72,85,86,0,64,82,46,North America,3,Lisa Cook,Michigan State University,USA,Trevon D. Logan,The Ohio State University,USA,John Parman,College of William and Mary,USA,,,,,,,,,,,,,,,,,,,,,,,,,1751,FALSE
1752,Explorations,2014,53,1,5,Labour productivity and human capital in the European maritime sector of the eighteenth century,,,,,,1,4,9,16,23,25,35,43,53,58,66,68,1,83,100,95,Western Europe,2,Jelle Van Lottum,University of Birmingham,UK,Jan Luiten Van Zanden,Utrecht University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,FALSE
1753,Explorations,2014,53,1,6,"Bank laws, economic growth and early banking in Latin America: 1840–1920",,,,,,0,1,6,9,12,12,14,15,15,17,21,22,0,101,119,72,Latin America,1,Luis Felipe Zegarra,Catholic University of Peru,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753,FALSE
1754,Explorations,2014,54,1,1,"The shaping of an institutional choice: Weather shocks, the Great Leap Famine, and agricultural decollectivization in China",,,,,,2,6,7,11,16,21,26,33,41,45,56,55,0,1,26,123,Asia,2,Ying Bai,The Hong Kong University of Science and Technology,China,James Kai-sing Kung,The Hong Kong University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,FALSE
1755,Explorations,2014,54,1,2,Housing and the cost of living in early modern Toledo,,,,,,0,3,7,10,11,17,19,24,29,31,34,39,0,27,47,53,Western Europe,2,Mauricio Drelichman,University of British Columbia,Canada,David Gonzalez Agudo,Universidad Complutense de Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,FALSE
1756,Explorations,2014,54,1,3,"Patenting in England, Scotland and Ireland during the Industrial Revolution, 1700–1852",,,,,,2,3,4,7,12,16,19,25,28,33,38,42,0,48,63,86,Britain,1,Sean Bottomley,Universite de Toulouse Capitole,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756,FALSE
1757,Explorations,2014,54,1,4,Hard times in the land of plenty: The effect on income and disability later in life for people born during the great depression,,,,,,2,5,9,15,19,22,28,33,33,38,42,44,0,64,78,127,North America,2,Melissa Thomasson,Miami University,USA,Price Fishback,University of Arizona,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,FALSE
1758,Explorations,2014,54,1,5,"Latifundia revisited: Market power, land inequality and agricultural efficiency. Evidence from interwar Italian agriculture",,,,,,0,3,5,10,11,10,17,23,29,37,43,47,0,79,106,123,Western Europe,1,Pablo Martinelli,Universidad Carlos III Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,FALSE
1759,Explorations,2014,54,1,6,"Size and dynastic decline: The principal-agent problem in late imperial China, 1700–1850",,,,,,26,40,52,62,74,88,102,125,140,159,173,209,0,107,127,88,Asia,1,Tuan-Hwee Sng,National University of Singapore,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,FALSE
1760,JEH,2014,74,1,1,The Black Man's Burden: The Cost of Colonization of French West Africa,,,,,,4,12,22,37,49,76,88,104,120,135,161,173,0,1,38,70,Africa,1,Elise Huillery,Sciences Po Paris,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,FALSE
1761,JEH,2014,74,1,2,Imachi Nkwu: Trade and the Commons,,,,,,0,2,2,3,3,3,5,5,7,7,7,9,0,39,68,34,Africa,1,James Fenske,Oxford University,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,FALSE
1762,JEH,2014,74,1,3,The Employment Effects of Immigration: Evidence from the Mass Arrival of German Expellees in Postwar Germany,,,,,,6,13,17,27,38,56,77,97,117,133,140,146,1,69,108,108,Western Europe,2,Sebastian Braun,Kiel Institute for the World Economy,Germany,Toman Omar Mahmoud,Kiel Institute for the World Economy,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762,FALSE
1763,JEH,2014,74,1,4,"National Banking's Role in U.S. Industrialization, 1850–1900",,,,,,0,3,6,10,15,20,34,41,52,56,64,66,0,109,140,60,North America,1,Matthew Jaremski,Colgate University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,FALSE
1764,JEH,2014,74,1,5,Discrimination or Social Networks? Industrial Investment in Colonial India,,,,,,0,0,3,9,14,22,28,30,31,34,40,44,0,141,168,74,Asia,1,Bishnupriya Gupta,University of Warwick,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,FALSE
1765,JEH,2014,74,1,6,"“You're in the Army Now:” The Impact of World War II on Women's Education, Work, and Family",,,,,,0,1,2,9,12,19,28,37,46,53,72,83,0,169,195,91,North America,1,Taylor Jaworski,University of Arizona,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,FALSE
1766,JEH,2014,74,1,7,"Plagues, Wages, and Economic Change in the Islamic Middle East, 700–1500",,,,,,1,2,7,18,29,33,49,63,71,86,106,129,2,196,229,72,Middle East,2,Şevket Pamuk,Bogazici University,Turkey,Maya Shatzmiller,University of Western Ontario,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,FALSE
1767,JEH,2014,74,1,8,"Structural Change in Argentina, 1935–1960: The Role of Import Substitution and Factor Endowments",,,,,,3,7,10,13,15,20,26,27,29,32,29,31,0,230,258,96,Latin America,2,Dario Debowics,International Food Policy Research Institute,USA,Paul Segal,King's College London,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,FALSE
1768,JEH,2014,74,1,9,Monetary Intervention Really Did Mitigate Banking Panics During the Great Depression: Evidence Along the Atlanta Federal Reserve District Border,,,,,,3,6,7,12,14,18,19,22,27,32,36,37,0,259,273,144,North America,1,Andrew J Jalil,Occidental College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768,FALSE
1769,JEH,2014,74,2,1,American Exceptionalism as a Problem in Global History,,,,,,5,10,17,28,32,39,48,50,53,58,71,74,0,309,350,54,Global,1,Robert Allen,New York University Abu Dhabi,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769,FALSE
1770,JEH,2014,74,2,2,How Johnson Fought the War on Poverty: The Economics and Politics of Funding at the Office of Economic Opportunity,,,,,,5,8,14,25,33,40,62,89,112,129,157,177,0,351,388,114,North America,2,Martha Bailey,University of Michigan,USA,Nicolas Duquette,University of Southern California,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770,FALSE
1771,JEH,2014,74,2,3,"The Role of Publicly Provided Electricity in Economic Development: The Experience of the Tennessee Valley Authority, 1929–1955",,,,,,5,8,15,23,26,31,42,52,55,57,77,84,0,389,419,126,North America,1,Carl Kitchens,University of Mississippi,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,FALSE
1772,JEH,2014,74,2,4,How the Bank of France Changed U.S. Equity Expectations and Ended the Panic of 1907,,,,,,3,8,10,11,12,14,17,20,23,24,25,28,0,420,448,83,Western Europe,2,Mary Tone Rodgers,State University of New York at Oswego,USA,James Payne,University of New Orleans,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,FALSE
1773,JEH,2014,74,2,5,Technology and the Era of the Mass Army,,,,,,7,16,29,43,49,57,71,81,85,93,102,106,0,449,481,39,Global,3,Massimiliano Gaetano Onorato,Piazza San Ponziano,Italy,Kenneth Scheve,Stanford University,USA,David Stasavage,New York University,USA,,,,,,,,,,,,,,,,,,,,,,,,,1773,FALSE
1774,JEH,2014,74,2,6,Birthing a Nation: The Effect of Fertility Control Access on the Nineteenth-Century Demographic Transition,,,,,,0,1,3,6,11,12,14,17,19,25,33,40,0,482,508,106,North America,1,Joanna N. Lahey,Texas A&M University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774,FALSE
1775,JEH,2014,74,2,7,Autarky and the Rise and Fall of Piracy in Ming China,,,,,,1,3,6,9,14,19,22,24,28,29,37,38,0,509,534,53,Asia,2,James Kai-Sing Kung,Hong Kong University of Science and Technology,China,Chicheng Ma,Shandong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,FALSE
1776,JEH,2014,74,2,8,Revealing the Relationship Between Ship Crowding and Slave Mortality,,,,,,0,2,2,7,7,9,12,16,19,18,21,22,0,535,552,68,Africa,1,Nicolas J. Duquette,University of Southern California,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,FALSE
1777,JEH,2014,74,3,1,Does the European Marriage Pattern Explain Economic Growth?,,,,,,9,22,33,53,88,121,159,186,216,234,267,290,0,651,693,59,Western Europe,2,Tracy Dennison,California Institute of Technology,USA,Sheilagh Ogilvie,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777,FALSE
1778,JEH,2014,74,3,2,Borders That Divide: Education and Religion in Ghana and Togo Since Colonial Times,,,,,,20,35,54,71,86,108,127,163,186,205,231,254,0,694,729,82,Africa,2,Denis Cogneau,Paris School of Economics,France,Alexander Moradi,University of Sussex,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778,FALSE
1779,JEH,2014,74,3,3,"Colonial Institutions, Trade Shocks, and the Diffusion of Elementary Education in Brazil, 1889–1930",,,,,,2,4,10,20,31,42,50,63,69,76,88,91,0,730,766,99,Latin America,3,Aldo Musacchio,Harvard University,USA,Andre Martinez Fritscher,Central Bank of Mexico,Mexico,Martina Viarengo,The Graduate Instiute of International Development Studies,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,1779,FALSE
1780,JEH,2014,74,3,4,Russian Inequality on the Eve of Revolution,,,,,,1,9,14,13,22,24,28,35,39,48,70,79,0,767,798,43,Eastern Europe/Russia,2,Peter Lindert,University of California Davis,USA,Steven Nafziger,Williams College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,FALSE
1781,JEH,2014,74,3,5,The Price of Media Capture and the Debasement of the French Newspaper Industry During the Interwar,,,,,,2,3,5,6,5,7,8,9,11,12,13,14,0,799,830,98,Western Europe,2,Vincent Bignon,University Paris Nanterre,France,Marc Flandreau,University Paris Nanterre,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,FALSE
1782,JEH,2014,74,3,6,Did the National Industrial Recovery Act Foster Collusion? Evidence from the Macaroni Industry,,,,,,0,7,8,7,10,11,17,20,22,24,29,30,0,831,862,94,North America,2,Chris Vickers,Aubern University,USA,Nicolas Ziebarth,University of Iowa,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782,FALSE
1783,JEH,2014,74,3,7,Railroad Expansion and Industrialization: Evidence from Meiji Japan,,,,,,0,2,9,15,25,39,47,60,72,81,106,126,0,863,886,67,Asia,1,John P. Tang,Australian National University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783,FALSE
1784,JEH,2014,74,3,8,Risky Institutions: Political Regimes and the Cost of Public Borrowing in Early Modern Italy,,,,,,0,3,5,6,10,12,14,18,20,21,23,26,0,887,915,92,Western Europe,1,David Chilosi,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,FALSE
1785,JEH,2014,74,4,1,American Banking and the Transportation Revolution before the Civil War,,,,,,4,5,12,17,19,22,28,36,39,46,55,59,0,943,986,71,North America,3,Jeremy Atack,Vanderbilt University,USA,Matthew Jaremski,Colgate University,USA,Peter Rousseau,Vanderbilt University,USA,,,,,,,,,,,,,,,,,,,,,,,,,1785,FALSE
1786,JEH,2014,74,4,2,The Adoption of New Technologies: Understanding Hollywood's (Slow and Uneven) Conversion to Color,,,,,,0,1,1,1,5,5,10,11,13,13,16,16,0,987,1014,97,North America,2,Ricard Gil,The Johns Hopkins Carey Business School,USA,Ryan Lampe,California State University,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,FALSE
1787,JEH,2014,74,4,3,Who Crossed the Border? Self-Selection of Mexican Migrants in the Early Twentieth Century,,,,,,0,5,10,19,23,30,40,47,51,57,65,66,0,1015,1044,89,North America,2,Edward Kosack,University of Colorado Boulder,USA,Zachary Ward,University of Colorado Boulder,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,FALSE
1788,JEH,2014,74,4,4,Fertility and the Price of Children: Evidence from Slavery and Slave Emancipation,,,,,,0,0,0,2,3,4,4,4,8,10,12,13,0,1045,1071,81,North America,1,Marianne H. Wanamaker,University of Tennessee,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,FALSE
1789,JEH,2014,74,4,5,"Baring, Wellington and the Resurrection of French Public Finances Following Waterloo",,,,,,0,0,4,8,8,8,10,13,18,21,26,25,0,1072,1102,84,Western Europe,3,Kim Oosterlinck,University Libre de Bruxelles,Belgium,Loredana Ureche-Rangau,Universite de Picardie Jules Verne,France,Jacques-Marie Vaslin,Universite de Picardie Jules Verne,France,,,,,,,,,,,,,,,,,,,,,,,,,1789,FALSE
1790,JEH,2014,74,4,6,The Location of the UK Cotton Textiles Industry in 1838: A Quantitative Analysis,,,,,,5,16,28,43,50,60,76,89,102,116,137,142,0,1103,1139,80,Britain,2,Nicholas Crafts,University of Warwick,UK,Nikolaus Wolf,Humbolt University Berlin,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,FALSE
1791,JEH,2014,74,4,7,The Political Stock Market in the German Kaiserreich — Do Markets Punish the Extension of the Suffrage to the Benefit of the Working Class? Evidence from Saxony,,,,,,0,2,2,4,8,10,14,13,14,17,21,24,0,1140,1167,160,Western Europe,3,Sibylle Lehmann-Hasemeyer ,University of Hohenheim,Germany,Philipp Hauber,Barcelona Graduate School of Economics,Spain,Alexander Opitz,University of Hohenheim,Germany,,,,,,,,,,,,,,,,,,,,,,,,,1791,FALSE
1792,JEH,2014,74,4,8,Endogenous Formation of Free Trade Agreements: Evidence from theZollverein's Impact on Market Integration,,,,,,1,6,11,13,21,28,41,49,74,83,74,75,0,1168,1204,105,Western Europe,2,Wolfgang Keller,University of Colorado Boulder,USA,Carol Shiue,University of Colorado Boulder,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792,FALSE
1793,JEH,2014,74,4,9,"Of Seeds, Seasons, and Seas: Andrew Watson's Medieval Agrarian Revolution Forty Years Later",,,,,,0,0,1,2,6,12,14,26,36,55,61,68,0,1205,1220,91,Middle East,1,Paolo Squatriti,University of Michigan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793,FALSE
1794,EREH,2014,18,1,1,"Governance and institutional change in marine insurance, 1350–1850",,,,,,1,3,3,7,11,12,14,16,24,30,34,36,0,1,18,66,Global,1,Christopher Kingston,Amherst College,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,FALSE
1795,EREH,2014,18,1,2,"Loans to salaried employees: the case of the Dutch East India Company, 1602–1794",,,,,,2,3,4,8,9,12,14,14,16,19,26,27,1,19,38,80,Western Europe,2,Christiaan Van Bochove,Radboud University Nijmegen,Netherlands,Ton Van Velzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,FALSE
1796,EREH,2014,18,1,3,Escaping the macroeconomic trilemma: the Belgian two-tier foreign exchange system under Bretton Woods,,,,,,3,3,3,3,3,4,4,4,4,4,7,7,0,39,56,101,Western Europe,2,Alain Durre,Lille Catholic University,France,Phiippe Ledent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796,FALSE
1797,EREH,2014,18,1,4,Respiratory tuberculosis and standards of living in postwar Europe,,,,,,1,3,3,3,4,4,5,5,6,7,7,7,0,57,81,66,Western Europe,4,Sue Bowden,University of York,UK,Joao Tovar Jalles,OECD,,Alvaro Santos Perreira,,,Alex Sadler,,,,,,,,,,,,,,,,,,,,,,,,1797,FALSE
1798,EREH,2014,18,1,5,"The stability of voluntarism: financing social care in early modern Dutch towns compared with the English Poor Law, c. 1600–1800",,,,,,1,5,5,8,13,16,18,14,25,27,18,19,0,82,105,128,Western Europe,2,Elise van Nederveen Meerkerk,Wageningen University,Netherlands,Danielle Teeuwen,Wageningen University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,FALSE
1799,EREH,2014,18,2,1,Von Thünen south of the Alps: access to markets and interwar Italian agriculture,,,,,,1,3,4,8,9,11,13,14,17,21,23,28,1,107,143,80,Western Europe,1,Pablo Martinelli,Universidad Carlos III Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799,FALSE
1800,EREH,2014,18,2,2,Why are you tall while others are short? Agricultural production and other proximate determinants of global heights,,,,,,0,9,21,40,55,64,80,102,111,138,158,174,0,144,165,115,Global,2,Joerg Baten,University of Tuebingen,Germany,Matthias Blum,Technische Universitat Munchen,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,FALSE
1801,EREH,2014,18,2,3,The roots of economic failure: what explains East Germany's falling behind between 1945 and 1950?,,,,,,2,2,2,3,5,6,12,15,20,26,29,31,0,166,184,97,Western Europe,2,Albrecht Ritschl,London School of Economics,UK,Tamas Vonyo,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,FALSE
1802,EREH,2014,18,2,4,Living standards on the pre-colonial Gold Coast: a quantitative estimate of African laborers’ welfare ratios,,,,,,2,5,7,14,15,16,20,24,31,35,40,45,1,185,202,108,Africa,1,Klas Rönnbäck,University of Gothenburg,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,FALSE
1803,EREH,2014,18,2,5,Vine-growing in Catalonia: the main agricultural change underlying the earliest industrialization in Mediterranean Europe (1720–1939),,,,,,3,7,9,17,25,27,32,36,40,42,47,49,1,203,226,133,Western Europe,2,Marc Badia-Miró,University of Barcelona,Spain,Enric Tello,University of Barcelona,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,FALSE
1804,EREH,2014,18,3,1,Can general purpose technology theory explain economic growth? Electrical power as a case study,,,,,,0,4,6,16,18,21,32,40,48,49,52,53,0,227,247,95,Global,2,Cristiano Andrea Ristuccia,University of Cambridge,UK,Solomos Solomou,University of Cambridge,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,FALSE
1805,EREH,2014,18,3,2,"A monthly stock exchange index for Ireland, 1864–1930",,,,,,3,6,9,18,20,21,24,29,33,33,37,40,0,248,276,53,Western Europe,4,Richard S. Grossman,Wesleyan University,USA,Ronan C. Lyons,Trinity College Dublin,UK,Kevin O'Rourke,University of Oxford,UK,Madalina A. Ursu,Greater London Authority,UK,,,,,,,,,,,,,,,,,,,,,,1805,FALSE
1806,EREH,2014,18,3,3,"New methods for construction of historical price indices, with an illustration from Norway, 1777–1920",,,,,,0,1,1,1,2,2,2,3,5,5,5,5,0,277,305,101,Scandinavia,1,Jan Tore Klovland,Norwegian School of Economics,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,FALSE
1807,EREH,2014,18,3,4,The environmental Kuznets curve and the Pasteur effect: environmental costs in Sweden 1850–2000,,,,,,1,1,1,4,4,5,6,10,11,15,17,16,0,306,323,95,Scandinavia,2,Magnus Lindmark,Umeå University,Sweden,Sevil Acar,Istanbul Kemerburgaz University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,FALSE
1808,EREH,2014,18,3,5,Geography or politics? Regional inequality in colonial India,,,,,,2,3,5,8,11,13,13,17,25,28,32,32,0,324,348,60,Asia,1,Tirthankar Roy,London School of Economics,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,FALSE
1809,EREH,2014,18,3,6,"The ripples of the industrial revolution: exports, economic growth, and regional integration in Italy in the early nineteenth century",,,,,,1,2,4,5,7,13,15,19,23,25,36,35,0,349,369,133,Western Europe,2,Giovanni Federico,University of Pisa,Italy,Antonia Tena-Junguito,Universidad Carlos III Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,FALSE
1810,EREH,2014,18,4,1,"Output, national income, and expenditure: an input–output table of Germany in 1936",,,,,,0,1,3,6,14,16,19,19,19,20,23,24,0,371,397,82,Western Europe,2,Rainer Fremdling,University of Groningen,Netherlands,Reiner Staeglin,German Institute for Economic Research,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,FALSE
1811,EREH,2014,18,4,2,"The world refuses to shrink: the speed and reliability of information transmission in North and Baltic Sea region, 1750–1825",,,,,,0,0,1,2,2,3,5,5,6,6,7,9,0,398,412,124,Scandinavia,1,Hannes Vinnal,University of Tartu,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811,FALSE
1812,EREH,2014,18,4,3,"Plenty of trust, not much cooperation: social capital and collective action in early twentieth century eastern Spain",,,,,,0,3,3,9,16,29,35,40,46,48,50,51,0,413,432,116,Western Europe,1,Samuel Garrido,Universitat Jaume I,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,FALSE
1813,EREH,2014,18,4,4,Does lineage matter? A study of ancestral influence on educational attainment in Korea,,,,,,3,6,6,7,9,11,12,16,18,17,16,15,0,433,451,86,Asia,1,Christopher Paik,New York University Abu Dhabi,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813,FALSE
1814,EREH,2014,18,4,5,Revisiting Italian emigration before the Great War: a test of the standard economic model,,,,,,0,1,1,2,4,6,9,9,11,11,13,14,0,452,471,89,Western Europe,2,Pier Giorgio Ardeni,University of Bologna,Italy,Andrea Gentili,University of Bologna,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,FALSE
1815,EHR,2015,68,1,1,The high wage economy and the industrial revolution: a restatement,,,,,,,14,21,40,57,92,119,144,172,196,243,254,,1,22,66,Europe,1,Robert Allen,University of Oxford,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815,FALSE
1816,EHR,2015,68,1,2,Unskilled wage gaps within the Japanese Empire,,,,,,,0,1,2,3,7,8,12,13,14,13,13,,23,47,46,Asia,1,Myung Soo Cha,Kyungsung University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,FALSE
1817,EHR,2015,68,1,3,"The making of a fiscal state in Song China, 960–1279",,,,,,,3,1,17,21,24,26,32,44,53,60,69,,48,78,52,Asia,1,William Guanglin Liu,Hong Kong University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,FALSE
